   0.00000000       0.00000000    
   5.00000007E-02   2.98023224E-08
  0.100000001       1.19209290E-07
  0.150000006       8.34465027E-07
  0.200000003       6.13927841E-06
  0.250000000       4.53889370E-05
  0.300000012       3.35335732E-04
  0.350000024       2.47263908E-03
  0.400000036       1.79862380E-02
  0.450000048      0.119203150    
  0.500000060      0.500000596    
  0.550000072      0.880797386    
  0.600000083      0.982013822    
  0.650000095      0.997527361    
  0.700000107      0.999664664    
  0.750000119      0.999954581    
  0.800000131      0.999993861    
  0.850000143      0.999999166    
  0.900000155      0.999999881    
  0.950000167       1.00000000    
   1.00000012       1.00000000    
